job_id/id;department_id/id;rank;lastname;firstname;lastname2;gender;identification_id;state
a1234-j2115;a1234-d404;старший солдат;СІДЛОВСЬКИЙ;Орест;Родіонович;male;2356542961;Field
a1234-j2116;a1234-d404;солдат;ХОМИЧ;Сергій;Михйлович;male;1452667409;Trip
a1234-j2117;a1234-d404;солдат;ГУЗ;Василь;Дарійович;male;2870869258;Field
a1234-j2118;a1234-d404;солдат;АСТАПОВ;Микита;Костнтинович;male;2249966409;Trip
a1234-j2119;a1234-d404;солдат;ДАНІЛЄВСЬКИЙ;Назарій;Єфірович;male;2868661169;Vocation
a1234-j2120;a1234-d405;солдат;МЕРКУЛОВ;Віктор;Рафік;male;1818026523;Trip
a1234-j2121;a1234-d405;солдат;МОКРУХА;Лазар;Валентинович;male;1074053245;Vocation
a1234-j2122;a1234-d405;солдат;ГАНАЗА;Дорін;Германович;male;1988826126;Field
a1234-j2123;a1234-d405;солдат;КОВАЧ;Володимир;Антонович;male;2433669538;Field
a1234-j2124;a1234-d405;солдат;ЛУГОМИРСЬКИЙ;Іхтіяр;Геранович;male;1003506938;Field
a1234-j2125;a1234-d405;старший солдат;ДМИТРЮК;Олесь;Фролович;male;2288339590;Field
a1234-j2126;a1234-d406;молодший сержант;БАКШЄЄВ;Ярослав;Амангельдийович;male;1555602277;Field
a1234-j2127;a1234-d406;старший солдат;ЧЕРНЕНКО;Світлана;Петросівна;female;2091612694;Trip
a1234-j2128;a1234-d406;солдат;ФІЛІПОВ;Владилен;Еркинович;male;2277923991;Vocation
a1234-j2129;a1234-d406;солдат;КОМАРЕВЦЕВ;Аркадій;Михйлович;male;2687130266;Field
a1234-j2130;a1234-d406;старший солдат;КИСЕЛЬОВ;Станіслав;Богданович;male;1853594298;Field
a1234-j2131;a1234-d407;лейтенант;МАШИКА;Василь-Сергій;Семенович;male;2436227021;Field
a1234-j2132;a1234-d408;молодший сержант;ВИНОГРАДНИК;Іхтіяр;Фролович;male;1525851299;Field
a1234-j2133;a1234-d408;старший солдат;СІДЬКО;Даніїл;Адальбертович;male;1744141055;Vocation
a1234-j2134;a1234-d408;солдат;КАРПОВ;Інокентій;Дмитрович;male;2969684803;Field
a1234-j2135;a1234-d408;солдат;РІЗНИК;Рустам;Миронович;male;1447545711;Field
a1234-j2136;a1234-d408;солдат;САЛОГУБ;Юрій;Мхайлович;male;1591072650;Field
a1234-j2137;a1234-d408;солдат;ТАРШИНОВ;Тофік;Махмутович;male;2648887173;Vocation
a1234-j2138;a1234-d409;старший солдат;ГУМЕННИЙ;Альберт;Фірудінович;male;2720852150;Field
a1234-j2139;a1234-d409;старший солдат;ШРАМЕНКО;Любомир;Антатолійович;male;2550971113;Field
a1234-j2140;a1234-d409;солдат;КРЕЦЬ;Олег;Франкович;male;1386697490;Field
a1234-j2141;a1234-d409;солдат;ПАРКОВ;Георгій;Таіровіч;male;1522529263;Field
a1234-j2142;a1234-d409;солдат;БУР'ЯН;Роланд;Станіславович;male;1030950952;Field
a1234-j2143;a1234-d409;солдат;УФІМЦЕВ;Андрій;Ігорович;male;2905539844;Field
a1234-j2144;a1234-d410;молодший сержант;ДУХОВНИКОВ;Антон;Мухтаралійович;male;2136186363;Hospital
a1234-j2145;a1234-d410;старший солдат;КУРИЛО;Антон;Тарієлович;male;1929783914;Field
a1234-j2146;a1234-d410;солдат;ПЕТРОВЕЦЬ;Євген;Єфірович;male;1981534556;Field
a1234-j2147;a1234-d410;старший солдат;ШАМРАЙ;Мірча;Гаврилович;male;1731890048;Field
a1234-j2148;a1234-d410;солдат;СЛІСАРЕНКО;Геннадій;Тахірович;male;2541784346;Field
a1234-j2149;a1234-d410;солдат;ТЕМЧЕНКО;Віктор;Антолійович;male;2418381846;Field
a1234-j2150;a1234-d411;молодший сержант;БИЦАНЬОВ;Віктор;Рудольфович;male;2864462431;Field
a1234-j2151;a1234-d411;солдат;ТЕЛУХ;Роланд;Тофикович;male;1069422420;Vocation
a1234-j2152;a1234-d411;солдат;КЛЕМЧУК;Микита;Данеїлович;male;1170566388;Field
a1234-j2153;a1234-d411;солдат;ВОЛЯНСЬКИЙ;Тимофій;Янович;male;2926272183;Field
a1234-j2154;a1234-d412;молодший сержант;ШВЕД;Тимур;Гочайович;male;2342698968;Field
a1234-j2155;a1234-d412;старший солдат;БОГДАНОВ;Микита;Амангельдийович;male;2388899503;Field
a1234-j2156;a1234-d412;солдат;ВАЛЬКО;Тофік;Русланович;male;1443867824;Vocation
a1234-j2157;a1234-d412;солдат;ГУЖВІЙ;Ілля;Тимофійович;male;1920111041;Field
a1234-j2158;a1234-d412;старший солдат;СМИЧЕНКО;Роман;Рудольфович;male;2602259390;Field
a1234-j2159;a1234-d412;солдат;ПІСКЛОВ;Назар;В'ячеславович;male;1002984545;Field
a1234-j2160;a1234-d412;солдат;ПЕТРОВЕЦЬ;Умар;Єфірович;male;2518295313;Field
a1234-j2161;a1234-d412;солдат;ДЕГТЯР;Микита;Львович;male;1640146092;Field
a1234-j2162;a1234-d413;капітан;ПОГОРІЛЕЦЬ;Елшан;Ігорович;male;2523830308;Field
a1234-j2164;a1234-d413;старший лейтенант;КАРБУНАР;Інокентій;Гочайович;male;2346774271;Field
a1234-j2165;a1234-d413;головний сержант;СКИБА;Георгій;Іванович;male;1878458463;Field
a1234-j2166;a1234-d413;старший сержант;СКОРОХІД;Іслам;Онуфрійович;male;2247504076;Vocation
a1234-j2167;a1234-d413;старший солдат;ЧУДИК;Інокентій;Івнович;male;1197765437;Field
a1234-j2168;a1234-d413;сержант;СТИРЧАК;Мурад;Горхмазович;male;1277494157;Vocation
a1234-j2170;a1234-d415;сержант;САБАДАШ;Мірча;Віленович;male;1366727875;Vocation
a1234-j2171;a1234-d415;солдат;ЦИГУЛЬОВ;Іродіон;Веніамінович;male;2009103268;Field
a1234-j2172;a1234-d415;старший солдат;ПОЛНСЬКИЙ;Сергій;Єгорович;male;2132770046;Field
a1234-j2173;a1234-d415;старший солдат;КРАВЧИК;Тимур;Станіславович;male;1242635576;Field
a1234-j2174;a1234-d415;солдат;ГОЛЯГІН;Андрій;Нуманжонович;male;1077459171;Trip
a1234-j2175;a1234-d415;солдат;АЛЕКСАНДРІН;Тимофій;Таіровіч;male;1621311049;Field
a1234-j2176;a1234-d416;сержант;КУРИЛО;Назарій;Арсенійович;male;1843902750;Field
a1234-j2177;a1234-d416;молодший сержант;КУТУКОВ;Руслан;Рудольфович;male;1110718307;Field
a1234-j2178;a1234-d416;солдат;ГОРОВИЙ;Марат;Вячеславович;male;2619391576;Field
a1234-j2179;a1234-d416;солдат;КОЗЬМИЧ;Назар;Васильович;male;1856975500;Field
a1234-j2180;a1234-d416;солдат;КРИЖОВ;Енвер;Романович;male;1797722125;Field
a1234-j2181;a1234-d416;солдат;ШИКОВ;Нікіта;Гуммет огли;male;1251104184;Field
a1234-j2182;a1234-d417;старший солдат;ПАРУНОВ;Володимир;Васильльович;male;2527096381;Field
a1234-j2183;a1234-d417;солдат;МАРЦИФЕЙ;Сурен;Геранович;male;1342007101;Vocation
a1234-j2184;a1234-d417;солдат;ЄФИМЕНКО;Шахін;Чеславович;male;1025039024;Field
a1234-j2185;a1234-d417;солдат;ЦІЛІНСЬКИЙ;Костянтин;Станіславович;male;2998223459;Field
a1234-j2186;a1234-d417;солдат;ЛОБАЧ;Борис;Гарійович;male;2036800352;Field
a1234-j2187;a1234-d417;солдат;МАКСИМІВ;Фірад;Степанович;male;1568177701;Field
a1234-j2188;a1234-d418;молодший сержант;ЯКУБОВСЬКИЙ;Владлен;Маратович;male;2164667855;Field
a1234-j2189;a1234-d418;старший солдат;ГОРБАТЕНКО;Лариса;В'ячеславівна;female;1864233797;Trip
a1234-j2190;a1234-d418;солдат;ФІЗЕР;Ян;Зенонович;male;2739514565;Field
a1234-j2191;a1234-d418;солдат;ТХІР;Іван;Сариєвич;male;1736479955;Hospital
a1234-j2192;a1234-d418;солдат;ЗАБОРОВСЬКИЙ;Іродіон;Тарієлович;male;2828447396;Field
a1234-j2193;a1234-d419;старший лейтенант;ІСКОВ;Генадій;Тангаторович;male;1467240843;Field
a1234-j2194;a1234-d420;сержант;ДОЗОРЕЦЬ;Іслам;Антатолійович;male;2662363253;Field
a1234-j2195;a1234-d420;солдат;ВЕРХОВОД;Назар;Бандали огли;male;2055115298;Field
a1234-j2196;a1234-d420;солдат;ВЛАСЕНКО;Дамір;Манолійович;male;2624133280;Field
a1234-j2197;a1234-d420;солдат;ЯГУПЕЦЬ;Дмитрій;Анатолійович;male;2675697132;Field
a1234-j2198;a1234-d420;солдат;ПУШ;Станіслав;Зіновійович;male;1122004259;Field
a1234-j2199;a1234-d420;солдат;НОЗДРАЧОВ;Кирило;Святославович;male;2698644832;Vocation
a1234-j2200;a1234-d421;молодший сержант;ЕВРЮКОВ;Андрій;Олександрович;male;2699640788;Field
a1234-j2201;a1234-d421;солдат;БАРАНОВСЬКИЙ;Федор;Ігоревич;male;1849324256;Field
a1234-j2202;a1234-d421;солдат;ПОПІЛЬ;Михайло-Мар'ян;Вікторович;male;2531345244;Field
a1234-j2203;a1234-d421;солдат;ГОРБЕНКО;Орест;Григорійович;male;2498710614;Field
a1234-j2204;a1234-d421;солдат;ТРОФІМОВ;Ростислав;Родіонович;male;1789385379;Field
a1234-j2205;a1234-d421;солдат;ШУТЕНКО;Валерій;Янович;male;2761600238;Field
a1234-j2206;a1234-d422;молодший сержант;ГОЛОВІНОВ;Ілля;Тофикович;male;2483586973;Field
a1234-j2207;a1234-d422;старший солдат;КРИВОГУЗ;Роланд;Микитович;male;1345529258;Field
a1234-j2208;a1234-d422;солдат;ДУПЛЯК;Леонід;Іванович;male;1988422333;Field
a1234-j2209;a1234-d422;старший солдат;АЛЕЩЕНКО;Лазар;Фарідович;male;2550884228;Trip
a1234-j2210;a1234-d422;солдат;СУВОРОВ;Альберт;Данеїлович;male;1107723684;Field
a1234-j2211;a1234-d422;солдат;БРАГІН;Артем;Святославович;male;1072666027;Field
a1234-j2212;a1234-d423;молодший сержант;ТЕРЕЩЕНКО;Борис;Антонович;male;1768323768;Field
a1234-j2213;a1234-d423;солдат;СВІЧКАР;Марат;Степанович;male;1941503043;Vocation
a1234-j2214;a1234-d423;солдат;КОРЧМА;Мурат;Германович;male;1396109257;Field
a1234-j2215;a1234-d423;солдат;СЕМКІВ;Іслам;Геранович;male;1543772135;Field
a1234-j2216;a1234-d424;солдат;КЛАПЧУК;Євгеній;Мухтаралійович;male;2235644402;Field
a1234-j2217;a1234-d424;солдат;СИДОРОВИЧ;Олексій;Амангельдийович;male;1652665621;Vocation
a1234-j2218;a1234-d424;солдат;КОНОВАЛ;Вʼячеслав;Ростиславович;male;1561569204;Vocation
a1234-j2219;a1234-d424;солдат;ОМЕЛИЧ;Арсен;Тихонович;male;2377061514;Field
a1234-j2220;a1234-d424;солдат;ПЕРЕМИКІН;Костянтин;Таіровіч;male;2478347823;Field
a1234-j2221;a1234-d424;солдат;МОЛЧАНОВ;Іродіон;Зіновійович;male;1181206015;Field
a1234-j2222;a1234-d424;старший солдат;ЄРМОЛЬЧЕНКО;Кристина;Михайлівна;female;2798213978;Vocation
a1234-j2223;a1234-d424;солдат;ФІЛІПОВИЧ;Данило;Аркадійович;male;1514792816;Field
a1234-j2224;a1234-d425;старший лейтенант;ШТАГЕР;Борис;Остапович;male;1330049346;Field
a1234-j2225;a1234-d426;молодший сержант;СТРІЛЕЦЬКИЙ;Альберт;Вадимович;male;1988463072;Vocation
a1234-j2226;a1234-d426;солдат;ЗАВГОРОДНІЙ;Василь-Сергій;Айигович;male;2649736842;Field
a1234-j2227;a1234-d426;старший солдат;НЕСТМАН;Назарій;Родіонович;male;2287658114;Field
a1234-j2228;a1234-d426;солдат;ДЖУГАН;Расул;Іларіонович;male;2075879685;Field
a1234-j2229;a1234-d426;солдат;ЛОМТАТІДЗЕ;Аркадій;Радувич;male;2422495036;Field
a1234-j2230;a1234-d427;молодший сержант;СІРЕНКО;Вʼячеслав;Афанасійович;male;1191380475;Field
a1234-j2231;a1234-d427;солдат;КОРЧАГІН;Юрій;Микитович;male;1249014353;Field
a1234-j2232;a1234-d427;солдат;КАЛМИКОВ;Сорін;Дмитрович;male;1607854859;Field
a1234-j2233;a1234-d427;старший солдат;ПШЕЧЕНКО;Коста;Еркинович;male;1878202056;Field
a1234-j2234;a1234-d427;солдат;МАДАРАШ;Марат;Азерович;male;2738512838;Field
a1234-j2235;a1234-d427;старший солдат;АНТОНІВ;Лазар;Маркович;male;1939831844;Vocation
a1234-j2236;a1234-d428;молодший сержант;РОМАНЧУК;Василь-Сергій;Михйлович;male;2320845672;Field
a1234-j2237;a1234-d428;солдат;БІЛАЄНКО;Марат;Павлович;male;1363434379;Field
a1234-j2238;a1234-d428;солдат;ЛЕВИЦЬКИЙ;Омелян;Юрійович;male;1667183929;Field
a1234-j2239;a1234-d428;солдат;ЮРКО;Віктор;Івнович;male;1204237708;Field
a1234-j2240;a1234-d429;молодший сержант;ЕЛІАВА;Єгор;Юрійович;male;2757731496;Field
a1234-j2241;a1234-d429;солдат;ДЕНИСЮК;Степан;Наільович;male;1148897473;Field
a1234-j2242;a1234-d429;солдат;ЗАССЄЄВ;Інокентій;Ростиславович;male;1736126376;Field
a1234-j2243;a1234-d429;солдат;НАЗИМОВ;Максим;Тарасович;male;2693999806;Field
a1234-j2244;a1234-d430;штаб-сержант;ПЕТЛЕВИЙ;Фірад;В'ячеславович;male;2120270459;Field
a1234-j2245;a1234-d430;головний сержант;ПОРОНОВИЧ;Анатолій;Тихонович;male;2931679079;Field
a1234-j2246;a1234-d431;сержант;НИЧИПУРУК;Михайло;Григорійович;male;2210576619;Field
a1234-j2251;a1234-d432;старший солдат;ЛОСКУТОВ;Тимофій;Мірчевич;male;2240668034;Field
a1234-j2252;a1234-d432;старший сержант;ФУРТАТ;Ілона;Євгеніївна;female;2740622163;Trip
a1234-j2253;a1234-d432;молодший сержант;КОГУТ;Степан;Максимович;male;2879028649;Vocation
a1234-j2255;a1234-d432;солдат;КУРИЛЕНКО;Кирило;В'ячеславович;male;2650533563;Field
a1234-j2256;a1234-d433;старший сержант;ФЕРЛЕЙ;Володимир;Тарасович;male;1534310186;Field
a1234-j2257;a1234-d433;старший сержант;ЧИЧИКАЛО;Сурен;Семенович;male;1012601683;Field
a1234-j2258;a1234-d433;солдат;САУЛЯК;Павло;Юсуфович;male;2028386277;Field
a1234-j2259;a1234-d433;солдат;ТЮЛЮПА;Євгеній;Аркадійович;male;2949084695;Field
a1234-j2260;a1234-d433;солдат;СКУНЦЬ;Данил;Миколайович;male;1917673044;Field
a1234-j2261;a1234-d433;молодший сержант;ДЕНИСЮК;Євгеній;Онуфрійович;male;1567774357;Field
a1234-j2262;a1234-d433;сержант;ХВОРОСТЯН;Лазар;Фарідович;male;1467450071;Vocation
a1234-j2263;a1234-d433;солдат;ФІЛІПОВИЧ;Едуард;Валерійович;male;1904700855;Field
a1234-j2264;a1234-d434;молодший сержант;ПЛОТНИК;Сорін;Єгорович;male;2656480831;Field
a1234-j2265;a1234-d434;солдат;ЧОЛАН;Назарій;Зіновійович;male;1567602702;Vocation
a1234-j2269;a1234-d435;сержант;ВОВЧАК;Яна;Олексіївна;female;1732315476;Field
a1234-j2270;a1234-d435;старший солдат;МАКСИМОВИЧ;Ольга;Сергіївна;female;2958448341;Field
a1234-j2271;a1234-d435;старший солдат;НАПРАСНИК;Валентина;Григорівна;female;1035377474;Field
a1234-j2274;a1234-d435;солдат;ГРИГОР'ЄВ;Ельхан;Михайлович;male;1005089194;Trip
a1234-j2277;a1234-d436;молодший сержант;КОДА;Данил;Владиславович;male;1636808195;Field
a1234-j2281;a1234-d436;солдат;ТОЛОЧИК;Герман;Богданович;male;2115130565;Field
a1234-j2282;a1234-d437;молодший лейтенант;ВОЙТОВСЬКИЙ;Мірча;Миронович;male;1440756425;Vocation
a1234-j2284;a1234-d437;сержант;ПЯТОВОЛЕНКО;Прокоп;Євстахійович;male;1971659387;Field
a1234-j2286;a1234-d437;солдат;ГРІНЧЕНКО;Ельхан;Онуфрійович;male;1406640653;Vocation
a1234-j2288;a1234-d438;капітан;ДАЦЕНКО;Радіон;Віталійович;male;2007120578;Trip
a1234-j2289;a1234-d438;старший лейтенант;МІСЮРОВ;Остап;Миронович;male;1746345533;Field
a1234-j2291;a1234-d438;штаб-сержант;ВОЛЯНЮК;Валентин;Львович;male;1901052906;Trip
a1234-j2292;a1234-d439;капітан;ТІМОХІН;Іхтіяр;Григорійович;male;2192313592;Field
a1234-j2301;a1234-d444;старший лейтенант;ТВЕРДОХЛІБ;Андрій;Романвич;male;2137235172;Field
a1234-j2303;a1234-d444;молодший лейтенант;ДЕРЕГУЗ;Радіон;Маратович;male;1295225610;Field
a1234-j2304;a1234-d444;головний сержант;СКИБА;Дмитро;Леонідович;male;1393836049;Field
a1234-j2306;a1234-d444;молодший сержант;ДЕГТЯР;Салават;Олександрович;male;1746807638;Field
a1234-j2307;a1234-d444;молодший сержант;САВЧЕНКО;Василь-Сергій;Андрійович;male;2961984476;Vocation
a1234-j2308;a1234-d445;лейтенант;ГАЛИЦЬКИЙ;Енвер;Григорович;male;1550066590;Field
a1234-j2309;a1234-d446;старший сержант;ГОНЧАРОВ;Інокентій;Мефодійович;male;2287232518;Field
a1234-j2310;a1234-d446;старший солдат;ЛЯЛЯГІН;Федір;Зенонович;male;2363817570;Field
a1234-j2311;a1234-d446;старший солдат;ЗУБЧУК;Кузьма;Фірудінович;male;1095490766;Hospital
a1234-j2312;a1234-d446;солдат;САРБАШ;Григорій;Георгійович;male;1623560685;Field
a1234-j2313;a1234-d446;солдат;МАР'ЄНКО;Яків;Іларіонович;male;2009204726;Field
a1234-j2314;a1234-d447;молодший сержант;ШМОРГУН;Тофік;Зеновійович;male;1037763107;Field
a1234-j2315;a1234-d447;солдат;СОСНА;Ігорь;Костянтинович;male;2776774814;Field
a1234-j2316;a1234-d447;солдат;БЕЗПАРТОЧНИЙ;Любомир;Вікторович;male;1011593483;Field
a1234-j2317;a1234-d447;солдат;КРИВОКОНЬ;Андріан;Тахірович;male;1757415892;Vocation
a1234-j2318;a1234-d447;солдат;ВЛАСЕНКО;Роланд;Євгенійович;male;2093094191;Field
a1234-j2319;a1234-d448;старший солдат;ЩЕДРУК;Елшан;В'ячеславович;male;2698930324;Field
a1234-j2320;a1234-d448;солдат;МАКСИМІВ;Мурат;Нариманович;male;1075193064;Field
a1234-j2321;a1234-d448;солдат;ШПІКУЛА;Юрій;Радувич;male;1088818394;Field
a1234-j2322;a1234-d448;солдат;МАРИНЕНКО;Олександр;Ілліч;male;1467222009;Field
a1234-j2323;a1234-d448;солдат;ХОЛОХ;Захар;Тангаторович;male;2043685879;Hospital
a1234-j2328;a1234-d450;молодший сержант;БОДНЯ;Микита;Андрійович;male;1813654526;Field
a1234-j2329;a1234-d450;молодший сержант;КУЗЬМІЧ;Іродіон;Євстахійович;male;1596774724;Field
a1234-j2330;a1234-d450;солдат;КОВАЛЕЦЬ;Леонід;Віленович;male;1625482419;Field
a1234-j2331;a1234-d450;солдат;МАЗНИК;Владилен;Мхайлович;male;2206523737;Field
a1234-j2334;a1234-d452;солдат;БІЛЬЧЕНКО;Вʼячеслав;Фірудінович;male;2465683369;Vocation
a1234-j2336;a1234-d452;солдат;ЗАСИПКІН;Юрій;Іванович;male;1684882026;Field
a1234-j2337;a1234-d452;солдат;ГАДЖІЄВ;Роман;Тангаторович;male;1158696869;Field
a1234-j2338;a1234-d453;молодший сержант;ОДЕСЬКИЙ;Владлен;Гурамович;male;1750243275;Field
a1234-j2339;a1234-d453;старший солдат;НІССЕН;Леонід;Таіровіч;male;1522294612;Field
a1234-j2340;a1234-d453;солдат;ЛОМАКІН;Іхтіяр;Вячеславович;male;2610741238;Field
a1234-j2341;a1234-d453;солдат;СЕМКІВ;Гуванч;Резович;male;2825275120;Field
a1234-j2342;a1234-d453;солдат;ГЛАДКОВ;Альберт;Дарійович;male;1302381368;Field
a1234-j2345;a1234-d454;солдат;РУБЛЕВСЬКИЙ;Мікаель;Радувич;male;2334518989;Field
a1234-j2346;a1234-d454;солдат;КУПРАЧ;Захар;Вячеславович;male;2351036421;Field
a1234-j2348;a1234-d455;солдат;ЗАХАРІЙ;Леонід;Михйлович;male;1862908892;Trip
a1234-j2351;a1234-d456;старший солдат;ДРЕМОВ;Інал;Еркинович;male;2913724233;Field
a1234-j2353;a1234-d456;солдат;КАРПЦОВ;Сергій;Едуардович;male;2983526773;Field
a1234-j2354;a1234-d456;солдат;БИЗОВ;Петро;Богданович;male;1216627067;Field
a1234-j2355;a1234-d456;сержант;КОЛОДНЕНКО;Аркадій;Зенонович;male;1569570207;Field
a1234-j2356;a1234-d456;солдат;СЕНЧЕНКО;Степан;Степанович;male;1300066352;Field
a1234-j2357;a1234-d456;солдат;СЕЛЕДЦОВ;Назарій;Петрович;male;2011425828;Field
a1234-j2358;a1234-d456;солдат;ГОЛУБЕНКО;Ельхан;Аббуль;male;1492636650;Field
a1234-j2359;a1234-d457;старший лейтенант;СОЛОДУХА;Тимофій;Євстахійович;male;1379543291;Field
a1234-j2361;a1234-d457;старший лейтенант;РИЖОВ;Георгій;Опанасович;male;1163725790;Field
a1234-j2362;a1234-d457;сержант;ЗІБОРОВ;Лазар;Іларіонович;male;1977431306;Trip
a1234-j2363;a1234-d457;старший сержант;САБАДАШ;Кирило;Едуардович;male;2890496475;Field
a1234-j2364;a1234-d457;молодший сержант;СМУК;Любомир;Резович;male;2265747593;Trip
a1234-j2366;a1234-d458;старший лейтенант;БЕЗБОРОДОВ;Мирослав;Зіновійович;male;1759495297;Field
a1234-j2367;a1234-d459;молодший сержант;ТОЛОЧИК;Гліб;Владиславович;male;1109201164;Field
a1234-j2368;a1234-d459;солдат;КУПРІЯН;Микола;Йосипович;male;1450059837;Field
a1234-j2370;a1234-d459;солдат;СТРИЖАЧЕНКО;Дорін;Сергійович;male;2235094721;Field
a1234-j2371;a1234-d459;солдат;ТУЛЬГУК;Роман;Наільович;male;2242606933;Field
a1234-j2373;a1234-d460;солдат;ДЕМКОВ;Вячеслав;Юрійович;male;1059585866;Vocation
a1234-j2374;a1234-d460;солдат;СТОВЯРСЬКИЙ;Данило;Гуммет огли;male;1389525424;Vocation
a1234-j2375;a1234-d460;солдат;КОСЯК;Валерій;Дарійович;male;2965371506;Vocation
a1234-j2376;a1234-d460;солдат;ШУЛЬГА;Елшан;Ісабал огли;male;2284528901;Field
a1234-j2379;a1234-d461;солдат;СТУДЗІНСЬКИЙ;Мікаель;Аббуль;male;1379789222;Field
a1234-j2380;a1234-d461;солдат;СТЕПАНЮК;Дорін;Ілліч;male;1497034680;Field
a1234-j2381;a1234-d461;солдат;ЮХИМЕНКО;Елшан;Ілліч;male;2682654578;Field
a1234-j2382;a1234-d462;сержант;МЕДЯНІКОВ;Кирил;Сариєвич;male;1367945040;Vocation
a1234-j2388;a1234-d463;старший солдат;ПАТЕНКО;Дамір;Франкович;male;1262886419;Field
a1234-j2389;a1234-d463;солдат;АЛЕКСАНДРОВ;Степан;Даніельович;male;1096732173;Field
a1234-j2392;a1234-d465;солдат;БЕЛЕЙ;Генадій;Вікторович;male;1250892036;Field
a1234-j2394;a1234-d465;солдат;КУРІННИЙ;Салават;Тарасович;male;2625613323;Field
a1234-j2395;a1234-d465;солдат;НИЧИПУРУК;Павло;Володимирович;male;1726128284;Field
a1234-j2396;a1234-d466;солдат;КІНАШ;Мірча;Геранович;male;2494356898;Field
a1234-j2397;a1234-d466;солдат;СТАСЮК;Ілля;Артурович;male;1864556542;Field
a1234-j2398;a1234-d466;солдат;ВИШНЯК;Віктор;Анатолійович;male;2525299091;Field
a1234-j2399;a1234-d466;солдат;РЕВА;Вячеслав;Андрійович;male;2095565234;Hospital
a1234-j2402;a1234-d467;солдат;МУНТЯН;Володимир;Віктрович;male;2227601472;Field
a1234-j2403;a1234-d467;солдат;ЗОЛОТАРЬОВ;Любомир;Азатович;male;1121687521;Field
a1234-j2404;a1234-d467;солдат;ГЕЙБАТОВ;Мурат;Євстахійович;male;2234992092;Field
a1234-j2410;a1234-d469;солдат;РІБУН;Валентин;Володимирвич;male;1448119675;Field
a1234-j2411;a1234-d469;солдат;МАНЗЕВИТИЙ;Расул;Олексійович;male;1851135914;Field
a1234-j2413;a1234-d469;солдат;ПИЛЬНИК;Веніамін;Зеновійович;male;1524562557;Field
a1234-j2415;a1234-d469;солдат;МОЦНИЙ;Михайло-Мар'ян;Едуардович;male;1560996071;Field
a1234-j2416;a1234-d469;солдат;ЯКОВЧЕНКО;Тарас;Афанасійович;male;2597632837;Field
a1234-j2417;a1234-d470;лейтенант;БАСЮК;Борис;Вадимович;male;1721444489;Field
a1234-j2419;a1234-d470;лейтенант;ЯВОРСЬКИЙ;Костянтин;Тангаторович;male;2931555265;Field
a1234-j2421;a1234-d470;молодший сержант;ТРЮХАНОВ;Федот;Рафік;male;2191092948;Field
a1234-j2422;a1234-d470;молодший сержант;ВРУБЛЄВСЬКИЙ;Павло;Маргутович;male;1390285703;Field
a1234-j2424;a1234-d471;лейтенант;ДЕРЕВ'ЯНКО;Мірча;Тангаторович;male;2908878414;Field
a1234-j2425;a1234-d472;старший сержант;МОШУРА;Вадим;Мар'янович;male;2960383929;Field
a1234-j2426;a1234-d472;солдат;ЗУБЧУК;Дмитро;Бандали огли;male;2795791516;Field
a1234-j2427;a1234-d472;солдат;САПА;Святослав;Віталійович;male;2866049701;Field
a1234-j2429;a1234-d472;солдат;РИЖУК;Ростислав;Григорович;male;1296158781;Field
a1234-j2430;a1234-d473;солдат;БОРКОВСЬКИЙ;Кирило;Аркадійович;male;1418895961;Field
a1234-j2431;a1234-d473;солдат;ШТУКА;Марат;Таіровіч;male;1658343187;Field
a1234-j2432;a1234-d473;солдат;ХЛІБОРОБ;Павло;Святославович;male;1990801215;Field
a1234-j2433;a1234-d473;солдат;ТИГИПО;Інокентій;Геранович;male;1487100744;Field
a1234-j2435;a1234-d474;сержант;СТЕПАНЮК;Михайло-Юрій;Олегович;male;2441141898;Field
a1234-j2436;a1234-d474;солдат;САВЧЕНКО;Тофік;Нариманович;male;2565296966;Field
a1234-j2437;a1234-d474;солдат;СМАЛІЙЧУК;Вʼячеслав;Азерович;male;1069542917;Field
a1234-j2438;a1234-d474;солдат;КИСЕЛЬОВ;Орест;Тарієлович;male;2203158716;Field
a1234-j2445;a1234-d476;солдат;ФЕРЛЕЙ;Максим;Анатолійович;male;1776420203;Field
a1234-j2447;a1234-d476;солдат;ДОЗОРЕЦЬ;Назар;Мхайлович;male;2714814646;Field
a1234-j2448;a1234-d477;лейтенант;ПУСТОВІТ;Даніїл;Айигович;male;2023128454;Vocation
a1234-j2450;a1234-d478;солдат;ПРЯДКО;Ян;Юрійович;male;1466805481;Field
a1234-j2452;a1234-d478;солдат;НЕПОМНЮЩИЙ;Денис;Віктрович;male;2107043914;Vocation
a1234-j2453;a1234-d478;старший солдат;ФЕДОРІВ;Дмитро;Володимирвич;male;2525997362;Field
a1234-j2455;a1234-d479;солдат;ТЕРЕНТ'ЄВ;Омелян;В'ячеславович;male;1386707508;Field
a1234-j2457;a1234-d479;солдат;ГУРТОВЕНКО;Микола;Наільович;male;1680207775;Vocation
a1234-j2460;a1234-d480;солдат;ВАСІЛЬЄВ;Тимофій;Орестович;male;1751066804;Field
a1234-j2461;a1234-d480;солдат;КАРНАУХ;Зайір;Радувич;male;2758612234;Field
a1234-j2463;a1234-d480;солдат;МОСАЛЬОВ;Ігор;Тангаторович;male;1123466586;Vocation
a1234-j2469;a1234-d482;солдат;ОГАНОВ;Ілля;Львович;male;1126327414;Field
